x,result
-3.0,-0.9899924966008945
-2.0,-0.41614683654756973
-1.5,0.07073720166793238
-1.0,0.540302305868092
-0.5,0.8775825618903734
0.0,1.0
0.5,0.8775825618903734
1.0,0.540302305868092
1.5,0.07073720166793238
2.0,-0.41614683654756973
3.0,-0.9899924966008945
